Radius,Position X,Position Y,Position Z,Orientation Roll,Orientation Pitch,Orientation Yaw,Initial Z,Final Z,Delta Z,Success
0.22,0.2679002332956428,0.0119597117136517,0.58969646371695,-0.0702190328029761,-0.1680895196817177,-3.096979866064434,0.4,0.0499533937831515,-0.3500466062168485,0
0.22,0.2441672723565066,-0.0216707280499121,0.7772060765486517,0.2451455062403241,0.150276410513291,3.053070986907771,0.4,0.5377626808895452,0.1377626808895451,1
0.22,0.2035442587690989,0.0201538449447526,0.7911938627698187,-0.1783036171163848,0.1915705936364441,-3.042899780513851,0.4,0.0496287236760858,-0.3503712763239142,0
0.22,0.2088756306485665,0.0273766298747966,0.5919297326555404,-0.0881419852287431,-0.0589704028456154,-3.011268866449694,0.4,0.0485251520255005,-0.3514748479744994,0
0.22,0.2979203832290644,-0.0053005089664247,0.7619524820699632,0.1704877966817869,-0.096279750728754,3.1238028342664657,0.4,0.2930927079453169,-0.1069072920546831,0
0.22,0.254613495719233,0.014220333669898,0.5425193395825165,0.0247104424531272,0.0403958154843533,-3.085799949333836,0.4,0.4815234388714585,0.0815234388714585,2
0.22,0.2100955021203464,-0.0404210892454318,0.7376283509131119,-0.1638011794533431,-0.112771306247121,2.951521251111512,0.4,0.2530541825230255,-0.1469458174769745,0
0.22,0.2121677657292321,-0.0445344138757937,0.6941907615730482,-0.096245243954287,0.169770167052901,2.934694432500954,0.4,0.0490595404698559,-0.3509404595301441,0
0.22,0.2735440096408866,-0.005489789005891,0.7339873985297559,-0.1995625955372541,-0.217486224581347,3.1215262220463966,0.4,0.285984302238214,-0.114015697761786,0
0.22,0.2778074426154306,0.0502049153083899,0.5353212067728976,0.2016189429290117,-0.0106521655447879,-2.962803952582885,0.4,0.0470303925626645,-0.3529696074373354,0
0.22,0.2105715847602882,0.0348277056716115,0.6098795468545468,-0.1457877912126484,-0.1010560291421112,-2.977680518437212,0.4,0.0475314863364405,-0.3524685136635594,0
0.22,0.2340441753047136,-0.0370075317883341,0.6879520652960543,-0.0700692572562642,0.0821367796689004,2.9847690546548047,0.4,0.0499351716905835,-0.3500648283094164,0
0.22,0.2572493064783945,-0.0189086829766922,0.6309932482928842,0.1999709012484898,0.1566718654543704,3.068221260314985,0.4,0.4819611468861077,0.0819611468861076,2
0.22,0.2378459766026723,0.0087020281216053,0.6032085616417642,-0.002589065432535,-0.168506996448668,-3.105022144684713,0.4,0.0478974238300938,-0.3521025761699062,0
0.22,0.2486579400839237,0.0146948926974123,0.6887484746710212,-0.0902542988630539,0.0360784873227063,-3.0751778330209616,0.4,0.0499444007569588,-0.3500555992430412,0
0.22,0.2227695853675006,-0.0155057817776606,0.6950491078551754,0.0088315376317638,-0.0816287785055031,3.1181841909595214,0.4,0.0490636198437749,-0.350936380156225,0
0.22,0.2580893985786427,0.0021093352904165,0.7238588513692219,0.1403073760425381,0.0619710317927849,3.141099931165698,0.4,0.4961538359627187,0.0961538359627187,2
0.22,0.226505080397537,-0.0169705121230982,0.6972481242143976,0.0361265001697778,0.0840509165781865,2.986115206036377,0.4,0.0471073145582787,-0.3528926854417213,0
0.22,0.2302673791106626,0.0370283454535245,0.708152652579751,-0.0166922722995435,0.0032482844604556,-3.0354107955388754,0.4,0.0484810960705795,-0.3515189039294204,0
0.22,0.2191747936180374,-0.003344542764688,0.6974900380592434,0.0296852210592397,0.0148636073372792,3.117383113208083,0.4,0.0489596469410302,-0.3510403530589697,0
0.22,0.2908082863388702,-0.0223746344809568,0.7229586685513958,0.0354200156540124,0.1033705552264322,-3.1113112150503097,0.4,0.6649305779818602,0.2649305779818601,1
0.22,0.2028083162737936,-0.0096967251088208,0.7220504640242429,-0.0003750220737752,-0.0094413605138334,-3.109937282663078,0.4,0.0495677028618217,-0.3504322971381782,0
0.22,0.2632817293931345,-0.0016936911790847,0.7078885286041589,0.0934206295807337,-0.0845534644036071,-3.070128230183072,0.4,0.5251689544639654,0.1251689544639653,1
0.22,0.2695133651671303,0.020088599960211,0.6967025842861333,0.0539465245839649,0.0165041409497427,-3.10343162726259,0.4,0.4833331110987588,0.0833331110987588,2
0.22,0.232446583115113,0.0667132270511311,0.7001264380486677,-0.0632654333469226,-0.1302811609292571,-2.8894561387219664,0.4,0.0498847536967764,-0.3501152463032236,0
0.22,0.2731984970138094,0.0122186483907302,0.6960678887075963,0.0515588569999985,-0.1364441807745084,-3.1112826821515647,0.4,0.5163924093369079,0.1163924093369078,1
0.22,0.2653101978876623,0.0273157016917647,0.7057461474526063,-0.0566357301065905,-0.1476047237166488,-3.140317731995875,0.4,0.502307483293897,0.1023074832938969,1
0.22,0.2790687382590128,-0.0061581013103752,0.7337973176587415,-3.04018102575854,1.4379185427073362,-0.0079835589317376,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2588902843095987,0.0068886823422316,0.6519736116890333,0.0742853049490352,0.0100359731683947,-3.086472390966964,0.4,0.6773092691694815,0.2773092691694815,1
0.22,0.2555855022047829,-0.0253737319230844,0.6456644837359203,0.0927537461912056,1.4009348866149396,-3.1228032515114927,0.4,0.3999906644025679,-9.335597432102992e-06,0
0.22,0.2167330770636877,0.0086853786700564,0.6901919439345461,-0.0887401088818902,-0.0791271386896965,-3.1180710267731584,0.4,0.0487543522328958,-0.3512456477671041,0
0.22,0.2428132179504659,-0.006769774354515,0.7002600901211348,-2.993612709541021,1.501069519550306,-0.1593857707249193,0.4,0.3999906644025679,-9.335597432102992e-06,0
0.22,0.298503460010129,0.002888542350996,0.7467052210355399,0.1624783294138193,0.1922000867178731,-3.0180671389527776,0.4,0.0486526919227888,-0.3513473080772112,0
0.22,0.2589210882841599,0.0,0.7680070971242902,3.068576962071019,1.4876597598382073,-3.094987329211604,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2680610434741416,0.0008421413754278,0.79613503806594,-0.0541294946396912,0.0829564083586435,0.1223402203322546,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2697673510900892,0.0016950205623612,0.8198737832765821,0.0471572001647058,1.530968689249055,0.1088100208088357,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.25,0.0,0.7916553583209296,-3.125475168919196,1.5638704784513076,-3.054867462098675,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.249980261050954,0.0031415099708381,0.8136901508601272,-0.0787341598332412,-0.0299723473947467,0.1129208660393932,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2499210473208249,0.0062825238608343,0.7651222154533363,-0.0085284537012819,1.2727812693499636,0.0156060135906554,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2498223681601473,0.0094225456674836,0.8292164824241628,-0.0204085472579052,0.1325874322990391,-0.0119566947149456,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2496842391515043,0.0125610795449423,0.805564513135721,-3.052683515581505,1.4924640526982658,-2.9958912673593603,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2495066821070679,0.0156976298823283,0.7932607486295733,-0.1384957141391724,-0.022840106800475,0.0600871917115792,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2492897250651534,0.0188317013819831,0.7637198453779889,-0.018589708761301,1.2779031892409738,0.0729481466383774,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2490334022857931,0.0219627991376857,0.7535549859605251,0.2513110943306124,-0.075308509981018,0.0114315894023258,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.248737754245325,0.0250904287128037,0.7798037285171247,-2.9600263398527398,1.4249600091811083,-2.965518976389085,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2484028276300021,0.0282140962183704,0.7848759022071122,0.0295464208039322,0.1103982823627321,0.1126412411371605,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2480286753286194,0.031333308391076,0.8250235915564925,3.128219927592804,1.5213415946016722,3.103446798990418,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2476153564241628,0.0344475726711595,0.8463500294750174,0.1018066991453536,0.0418613599551339,0.1434703956922315,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2471629361844785,0.0375563972801892,0.816102601828344,2.987303957639256,1.5265321750857113,-3.0520462574533065,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.246671486051967,0.0406592912987208,0.8073294187137143,0.0253891586480259,-0.0010978001802483,0.2798998444757644,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2461410836323013,0.043755764743819,0.82378662538885,-3.0678418157031517,1.3721537639564858,-2.9235788553706965,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2455718126821721,0.0468453286464311,0.7812052728482435,-0.0306839512283574,-0.117852414987261,0.2192290061253957,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2449637630960617,0.0499274951286017,0.7525885311715881,0.1572413595583666,1.2699941279535625,0.2986370714710999,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2443170308920483,0.0530017774805136,0.7917867716497538,-0.0303841357971387,0.0166392253804824,0.171612022597407,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2436317181966442,0.0560676902373452,0.8488805806810791,-3.0427376953504366,1.3279700069862308,-2.812047308913294,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2429079332286685,0.0591247492559311,0.7703197317667784,0.0897443048538104,-0.2745150804745757,0.3060956085671152,0.4,0.3999906643954182,-9.335604581772738e-06,0
0.22,0.2421457902821577,0.0621724717912137,0.801079579108237,0.1686569401428196,1.5466039452447808,0.1597067601203208,0.4,0.3999906643954182,-9.335604581772738e-06,0
